0,1,1200.0,200.0,17,1
0,2,1200.0,200.0,35,1
0,3,1200.0,200.0,53,1
0,4,1200.0,200.0,34,1
0,5,1200.0,200.0,101,1
0,6,1200.0,200.0,38,1
0,7,1200.0,200.0,54,1
0,8,1200.0,200.0,18,1
0,9,1200.0,200.0,1168,0
0,10,1200.0,200.0,1188,0
0,11,1200.0,200.0,38,1
0,12,1200.0,200.0,71,1
0,13,1200.0,200.0,69,1
0,14,1200.0,200.0,1170,0
0,15,1200.0,200.0,4,1
0,16,1200.0,200.0,22,1
0,17,1200.0,200.0,2,1
0,18,1200.0,200.0,1188,0
0,19,1200.0,200.0,1189,0
0,20,1200.0,200.0,2,1
0,21,1200.0,200.0,1120,0
0,22,1200.0,200.0,1137,0
0,23,1200.0,200.0,1186,0
0,24,1200.0,200.0,70,1
0,25,1200.0,200.0,106,1
0,26,1200.0,200.0,53,1
0,27,1200.0,200.0,53,1
0,28,1200.0,200.0,4,1
0,29,1200.0,200.0,39,1
0,30,1200.0,200.0,6,1
0,31,1200.0,200.0,3,1
0,32,1200.0,200.0,37,1
0,33,1200.0,200.0,1172,0
0,34,1200.0,200.0,1139,0
0,35,1200.0,200.0,56,1
0,36,1200.0,200.0,39,1
0,37,1200.0,200.0,1190,0
0,38,1200.0,200.0,4,1
0,39,1200.0,200.0,1173,0
0,40,1200.0,200.0,1171,0
0,41,1200.0,200.0,1189,0
0,42,1200.0,200.0,40,1
0,43,1200.0,200.0,23,1
0,44,1200.0,200.0,56,1
0,45,1200.0,200.0,89,1
0,46,1200.0,200.0,73,1
0,47,1200.0,200.0,39,1
0,48,1200.0,200.0,23,1
0,49,1200.0,200.0,57,1
0,50,1200.0,200.0,106,1
1,1,1200.0,50.0,1172,0
1,2,1200.0,50.0,1091,0
1,3,1200.0,50.0,1190,0
1,4,1200.0,50.0,1172,0
1,5,1200.0,50.0,6,1
1,6,1200.0,50.0,1156,0
1,7,1200.0,50.0,1191,0
1,8,1200.0,50.0,9,1
1,9,1200.0,50.0,24,1
1,10,1200.0,50.0,57,0
1,11,1200.0,50.0,24,1
1,12,1200.0,50.0,1191,0
1,13,1200.0,50.0,1192,0
1,14,1200.0,50.0,1191,0
1,15,1200.0,50.0,1126,0
1,16,1200.0,50.0,1140,0
1,17,1200.0,50.0,24,1
1,18,1200.0,50.0,8,1
1,19,1200.0,50.0,23,1
1,20,1200.0,50.0,1190,0
1,21,1200.0,50.0,1191,0
1,22,1200.0,50.0,41,1
1,23,1200.0,50.0,1175,0
1,24,1200.0,50.0,1174,0
1,25,1200.0,50.0,43,1
1,26,1200.0,50.0,42,1
1,27,1200.0,50.0,59,0
1,28,1200.0,50.0,10,1
1,29,1200.0,50.0,10,1
1,30,1200.0,50.0,58,0
1,31,1200.0,50.0,9,1
1,32,1200.0,50.0,1194,0
1,33,1200.0,50.0,24,1
1,34,1200.0,50.0,10,1
1,35,1200.0,50.0,59,0
1,36,1200.0,50.0,58,0
1,37,1200.0,50.0,1194,0
1,38,1200.0,50.0,1112,0
1,39,1200.0,50.0,1195,0
1,40,1200.0,50.0,75,0
1,41,1200.0,50.0,42,1
1,42,1200.0,50.0,1196,0
1,43,1200.0,50.0,44,1
1,44,1200.0,50.0,79,0
1,45,1200.0,50.0,110,0
1,46,1200.0,50.0,60,0
1,47,1200.0,50.0,1162,0
1,48,1200.0,50.0,1160,0
1,49,1200.0,50.0,1179,0
1,50,1200.0,50.0,1179,0
2,1,900.0,116.7,878,0
2,2,900.0,116.7,877,0
2,3,900.0,116.7,45,1
2,4,900.0,116.7,43,1
2,5,900.0,116.7,62,1
2,6,900.0,116.7,77,1
2,7,900.0,116.7,94,1
2,8,900.0,116.7,110,1
2,9,900.0,116.7,94,1
2,10,900.0,116.7,61,1
2,11,900.0,116.7,63,1
2,12,900.0,116.7,79,1
2,13,900.0,116.7,79,1
2,14,900.0,116.7,97,1
2,15,900.0,116.7,95,1
2,16,900.0,116.7,98,1
2,17,900.0,116.7,95,1
2,18,900.0,116.7,97,1
2,19,900.0,116.7,63,1
2,20,900.0,116.7,79,1
2,21,900.0,116.7,31,1
2,22,900.0,116.7,15,1
2,23,900.0,116.7,14,1
2,24,900.0,116.7,13,1
2,25,900.0,116.7,13,1
2,26,900.0,116.7,63,1
2,27,900.0,116.7,47,1
2,28,900.0,116.7,14,1
2,29,900.0,116.7,47,1
2,30,900.0,116.7,29,1
2,31,900.0,116.7,14,1
2,32,900.0,116.7,30,1
2,33,900.0,116.7,64,1
2,34,900.0,116.7,81,1
2,35,900.0,116.7,131,0
2,36,900.0,116.7,97,1
2,37,900.0,116.7,32,1
2,38,900.0,116.7,47,1
2,39,900.0,116.7,63,1
2,40,900.0,116.7,64,1
2,41,900.0,116.7,66,1
2,42,900.0,116.7,97,1
2,43,900.0,116.7,80,1
2,44,900.0,116.7,82,1
2,45,900.0,116.7,64,1
2,46,900.0,116.7,83,1
2,47,900.0,116.7,67,1
2,48,900.0,116.7,64,1
2,49,900.0,116.7,82,1
2,50,900.0,116.7,13,1
3,1,900.0,50.0,47,1
3,2,900.0,50.0,64,0
3,3,900.0,50.0,49,1
3,4,900.0,50.0,66,0
3,5,900.0,50.0,49,1
3,6,900.0,50.0,33,1
3,7,900.0,50.0,50,0
3,8,900.0,50.0,32,1
3,9,900.0,50.0,47,1
3,10,900.0,50.0,47,1
3,11,900.0,50.0,32,1
3,12,900.0,50.0,65,0
3,13,900.0,50.0,50,0
3,14,900.0,50.0,898,0
3,15,900.0,50.0,18,1
3,16,900.0,50.0,897,0
3,17,900.0,50.0,15,1
3,18,900.0,50.0,48,1
3,19,900.0,50.0,32,1
3,20,900.0,50.0,16,1
3,21,900.0,50.0,14,1
3,22,900.0,50.0,15,1
3,23,900.0,50.0,16,1
3,24,900.0,50.0,885,0
3,25,900.0,50.0,17,1
3,26,900.0,50.0,899,0
3,27,900.0,50.0,869,0
3,28,900.0,50.0,0,1
3,29,900.0,50.0,3,1
