4,9,500.0,30,516
4,10,500.0,30,484
4,11,500.0,30,484
4,12,500.0,30,499
4,13,500.0,30,517
4,14,500.0,30,483
4,15,500.0,30,467
4,16,500.0,30,517
4,17,500.0,30,516
4,18,500.0,30,467
4,19,500.0,30,516
4,20,500.0,30,533
4,21,500.0,30,501
4,22,500.0,30,498
4,23,500.0,30,502
4,24,500.0,30,498
4,25,500.0,30,568
4,26,500.0,30,467
4,27,500.0,30,483
4,28,500.0,30,500
4,29,500.0,30,500
4,30,500.0,30,516
4,31,500.0,30,485
4,32,500.0,30,466
4,33,500.0,30,483
4,34,500.0,30,501
4,35,500.0,30,482
4,36,500.0,30,450
4,37,500.0,30,485
4,38,500.0,30,500
4,39,500.0,30,515
4,40,500.0,30,501
4,41,500.0,30,466
4,42,500.0,30,499
4,43,500.0,30,469
4,44,500.0,30,465
4,45,500.0,30,484
4,46,500.0,30,502
4,47,500.0,30,497
4,48,500.0,30,537
4,49,500.0,30,482
4,50,500.0,30,484
4,51,500.0,30,464
4,52,500.0,30,485
4,53,500.0,30,483
4,54,500.0,30,500
